id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1363887309100376067	1363884966740955144	2021-02-22 08:24:08 PST	2021-02-22	08:24:08	-0800	1249664737291440128	livingnothiding	Tom 🇪🇺🇬🇧🇹🇷🍪		"@nadhimzahawi Can you still confirm that vaccination is an educated free choice and that government will not discriminate on the basis of health? Many times you have ruled out vaccine passports, yet in the ""Roadmap to normality"" they are rebranded as ""Covid Status Certification"".  https://t.co/sOL4yKUA73"	en	[]	[]	['https://pbs.twimg.com/media/Eu2APN1WQAAiTwU.png']	2	1	7	[]	[]	https://twitter.com/LivingNotHiding/status/1363887309100376067	False		1	https://pbs.twimg.com/media/Eu2APN1WQAAiTwU.png							[{'screen_name': 'nadhimzahawi', 'name': 'Nadhim Zahawi', 'id': '121127090'}]				
1363871758399524868	1363871758399524868	2021-02-22 07:22:21 PST	2021-02-22	07:22:21	-0800	1059952886233423872	guggsey	🔴		If you’ve had your Covid vaccine, which did you get given? Just sorted mine out with my local doctors. I had a choice of two locations who provided the Pfizer or AstraZeneca, I went with the place that’s doing AZ.	en	[]	[]	[]	20	0	10	[]	[]	https://twitter.com/Guggsey/status/1363871758399524868	False		0								[]				
1363849779378348035	1363849779378348035	2021-02-22 05:55:01 PST	2021-02-22	05:55:01	-0800	26107096	kingofsunshine	Sohail Shah		Lost someone I loved dearly to COVID today. Please send all your thoughts to his family. Also think about what you're doing if you don't wear a mask or are anti-vaccine. I have no qualms with your choice, but your behaviour doesn't give other people a choice ultimately.  #COVID19	en	[]	[]	[]	6	1	14	['covid19']	[]	https://twitter.com/KingOfSunshine/status/1363849779378348035	False		0								[]				
1363819329435938816	1363819329435938816	2021-02-22 03:54:01 PST	2021-02-22	03:54:01	-0800	915348658027208704	fhussain73	Farzana Hussain		Let’s keep having the conversations. GPs &amp; Primary Care Network Staff are not here to tell people what to do, we are here to listen to our communities &amp; give the facts, not the fiction, so we can make informed choices. The Covid vaccine prevents serious illness &amp; death from Covid	en	[]	[]	[]	2	4	31	[]	[]	https://twitter.com/fhussain73/status/1363819329435938816	False	https://twitter.com/nhsconfed/status/1363782667896975362	0								[]				
1363809630682558464	1363809630682558464	2021-02-22 03:15:28 PST	2021-02-22	03:15:28	-0800	408971802	rymmomtaz	Rym Momtaz ريم ممتاز		4 weeks after receiving 1 jab of AstraZeneca covid vaccine, risk of hospitalisation reduced by 94%, study in Scotland found -- what other data do the politicians who questioned the UK choice to delay the 2nd jab, saying it's not effective, have to back up their claims?	en	[]	[]	[]	1	1	5	[]	[]	https://twitter.com/RymMomtaz/status/1363809630682558464	False	https://twitter.com/Birdyword/status/1363790583009923075	0								[]				
1363808735290867716	1363791277180006401	2021-02-22 03:11:55 PST	2021-02-22	03:11:55	-0800	83917709	annachamz	Anna 🍀🐝		@DrRanj @AlisonHammond I’m really worried about schools returning. My daughter is vulnerable and If I get Covid  I have nobody to care for her personal needs that she knows. I feel I, like many other home carers have been forgotten 😞 I’m desperate for the vaccine and have no choice but to stay at home	en	[]	[]	[]	6	0	10	[]	[]	https://twitter.com/AnnaChamz/status/1363808735290867716	False		0								[{'screen_name': 'DrRanj', 'name': 'Ranj Singh', 'id': '130034862'}, {'screen_name': 'AlisonHammond', 'name': 'Alison Hammond', 'id': '43874488'}]				
1363722460038889472	1363722460038889472	2021-02-21 21:29:05 PST	2021-02-21	21:29:05	-0800	330826792	rapplerdotcom	Rappler		Philippine President Rodrigo Duterte's choice of COVID-19 vaccine is the jab developed by Sinopharm, a Chinese state-owned biotech firm.  https://t.co/BhjNSbaUT0	en	[]	['https://www.rappler.com/nation/duterte-prefers-vaccine-china-state-owned-sinopharm?utm_medium=Social&utm_source=Twitter#Echobox=1613971744']	[]	2	5	11	[]	[]	https://twitter.com/rapplerdotcom/status/1363722460038889472	False		0								[]				
1363721017323974657	1363721017323974657	2021-02-21 21:23:21 PST	2021-02-21	21:23:21	-0800	24857905	saketgokhale	Saket Gokhale		The next phase of Covid-19 vaccination in India will have 2 categories of people: those who’ll get it free &amp; those that’ll have to pay.   A question for @drharshvardhan: do people that have to pay for the vaccine get a choice between Covishield &amp; Covaxin?   That’s just basic.  https://t.co/jcWSzLwSZG	en	[{'screen_name': 'drharshvardhan', 'name': 'dr harsh vardhan', 'id': '77732185'}]	[]	['https://pbs.twimg.com/media/EuzpCI5VcAwV4jA.jpg']	36	220	875	[]	[]	https://twitter.com/SaketGokhale/status/1363721017323974657	False		1	https://pbs.twimg.com/media/EuzpCI5VcAwV4jA.jpg							[]				
1363714702728171525	1363714702728171525	2021-02-21 20:58:16 PST	2021-02-21	20:58:16	-0800	427046427	_giavonna_xo	sad girl		don’t come on social media talking about “my body my choice” over the covid vaccine when you wanna take away a woman’s right to abortion	en	[]	[]	[]	0	0	7	[]	[]	https://twitter.com/_giavonna_xo/status/1363714702728171525	False		0								[]				
1363704278788034560	1363704278788034560	2021-02-21 20:16:51 PST	2021-02-21	20:16:51	-0800	866010550224007169	jalenfromthemob	𝙅𝙁 ™️		If you drink fireball by choice, you don’t need to worry about a Covid vaccine	en	[]	[]	[]	0	0	7	[]	[]	https://twitter.com/JalenFromTheMob/status/1363704278788034560	False		0								[]				
